client_id,variation,first_start_time,completion_confirm_time,calendar_completion_time_sec,active_completion_time_sec
3602591,Control,2017-05-06 09:40:18+00:00,2017-05-06 09:43:21+00:00,183,183
7160870,Control,2017-05-11 08:59:44+00:00,2017-05-11 09:03:45+00:00,241,241
3125489,Control,2017-05-23 12:16:32+00:00,2017-05-23 12:20:06+00:00,214,200
7657707,Control,2017-06-04 16:50:45+00:00,2017-06-04 16:52:23+00:00,98,98
2270844,Control,2017-06-16 20:43:20+00:00,2017-06-16 20:52:31+00:00,551,551
9147228,Control,2017-05-27 16:41:35+00:00,2017-05-27 16:44:00+00:00,145,145
2881753,Control,2017-05-20 16:17:29+00:00,2017-05-20 16:23:07+00:00,338,338
8386668,Control,2017-05-02 10:32:23+00:00,2017-05-02 10:37:00+00:00,277,277
6132220,Control,2017-05-05 08:11:15+00:00,2017-06-14 10:59:22+00:00,3466087,849
953722,Control,2017-05-12 10:28:01+00:00,2017-05-12 10:29:49+00:00,108,108
7861081,Control,2017-05-26 17:19:27+00:00,2017-05-26 17:21:32+00:00,125,125
7029071,Control,2017-06-12 21:22:36+00:00,2017-06-12 21:29:48+00:00,432,171
9647384,Control,2017-06-20 07:36:37+00:00,2017-06-20 07:38:58+00:00,141,141
3977654,Control,2017-05-16 20:20:16+00:00,2017-05-16 20:24:05+00:00,229,229
878675,Control,2017-05-14 16:08:52+00:00,2017-05-14 16:10:37+00:00,105,105
9807800,Control,2017-05-12 19:12:37+00:00,2017-05-12 19:15:20+00:00,163,163
8763977,Control,2017-05-16 17:06:50+00:00,2017-05-16 17:25:49+00:00,1139,1139
3254765,Control,2017-05-15 14:45:12+00:00,2017-05-15 14:48:30+00:00,198,198
3762172,Control,2017-05-11 16:32:32+00:00,2017-05-11 16:34:28+00:00,116,116
8365468,Control,2017-05-01 12:09:06+00:00,2017-05-01 12:12:40+00:00,214,214
2686544,Control,2017-06-15 17:23:49+00:00,2017-06-15 17:27:40+00:00,231,231
8860154,Control,2017-06-18 09:33:57+00:00,2017-06-18 09:35:41+00:00,104,104
6103153,Control,2017-05-23 00:21:50+00:00,2017-05-23 00:23:26+00:00,96,96
4598217,Control,2017-05-12 23:10:12+00:00,2017-05-12 23:12:51+00:00,159,159
1456421,Control,2017-06-08 20:19:10+00:00,2017-06-08 20:23:04+00:00,234,234
9224876,Control,2017-05-12 19:13:04+00:00,2017-05-12 19:15:43+00:00,159,159
7187992,Control,2017-06-01 09:52:22+00:00,2017-06-01 09:58:43+00:00,381,381
9304931,Control,2017-05-09 13:23:36+00:00,2017-05-09 13:26:31+00:00,175,175
5764510,Control,2017-05-11 23:32:04+00:00,2017-05-11 23:35:22+00:00,198,198
8299423,Control,2017-06-14 06:49:11+00:00,2017-06-14 06:50:59+00:00,108,108
849561,Control,2017-05-28 10:19:33+00:00,2017-05-28 10:27:44+00:00,491,491
8671015,Control,2017-05-26 21:29:37+00:00,2017-05-26 21:38:15+00:00,518,518
1409376,Control,2017-06-04 14:34:18+00:00,2017-06-04 14:36:22+00:00,124,124
9279103,Control,2017-05-09 19:46:14+00:00,2017-05-09 19:55:00+00:00,526,526
7963417,Control,2017-06-01 09:24:53+00:00,2017-06-01 09:28:49+00:00,236,236
7231186,Control,2017-05-04 15:50:01+00:00,2017-05-04 15:53:57+00:00,236,236
3124882,Control,2017-05-08 17:07:33+00:00,2017-05-08 17:20:53+00:00,800,800
1366366,Control,2017-06-05 15:52:48+00:00,2017-06-05 15:55:05+00:00,137,137
1412119,Control,2017-05-29 10:15:54+00:00,2017-05-29 10:24:16+00:00,502,502
890755,Control,2017-06-10 15:34:28+00:00,2017-06-10 15:38:32+00:00,244,244
9279545,Control,2017-06-12 15:50:45+00:00,2017-06-12 15:57:14+00:00,389,389
1227135,Control,2017-05-05 11:50:39+00:00,2017-05-05 11:52:26+00:00,107,107
256318,Control,2017-05-13 20:25:56+00:00,2017-05-13 20:28:46+00:00,170,71
5599473,Control,2017-06-17 15:26:45+00:00,2017-06-17 15:29:14+00:00,149,149
6689315,Control,2017-06-05 18:53:12+00:00,2017-06-05 18:55:07+00:00,115,115
9923432,Control,2017-06-12 11:53:15+00:00,2017-06-12 11:56:40+00:00,205,198
5721330,Control,2017-06-02 08:09:41+00:00,2017-06-02 08:14:35+00:00,294,294
3209119,Control,2017-06-18 11:05:12+00:00,2017-06-18 11:08:55+00:00,223,223
3232607,Control,2017-05-03 14:23:23+00:00,2017-05-03 14:28:28+00:00,305,305
105357,Control,2017-05-02 13:52:58+00:00,2017-05-02 13:58:53+00:00,355,355
9981420,Control,2017-06-09 10:07:04+00:00,2017-06-09 10:19:10+00:00,726,726
4447192,Control,2017-06-12 14:45:41+00:00,2017-06-12 14:48:32+00:00,171,171
1052802,Control,2017-06-20 09:40:05+00:00,2017-06-20 09:41:42+00:00,97,97
8447700,Control,2017-06-20 22:05:21+00:00,2017-06-20 22:18:51+00:00,810,810
9923595,Control,2017-05-06 20:46:03+00:00,2017-05-06 20:54:07+00:00,484,484
8314547,Control,2017-05-10 10:39:17+00:00,2017-05-10 11:02:23+00:00,1386,1386
3421186,Control,2017-06-01 10:08:30+00:00,2017-06-01 10:11:59+00:00,209,209
3084005,Control,2017-06-14 15:12:42+00:00,2017-06-14 15:22:04+00:00,562,154
5763560,Control,2017-05-17 10:50:11+00:00,2017-05-17 10:53:25+00:00,194,194
50185,Control,2017-05-24 00:29:55+00:00,2017-05-24 00:32:45+00:00,170,170
5688575,Control,2017-06-06 14:04:56+00:00,2017-06-06 14:10:03+00:00,307,307
4357479,Control,2017-05-20 20:12:28+00:00,2017-05-20 20:13:51+00:00,83,83
2215826,Control,2017-05-21 10:11:42+00:00,2017-05-21 10:16:04+00:00,262,262
8167786,Control,2017-05-07 12:01:18+00:00,2017-05-07 12:04:59+00:00,221,221
3015972,Control,2017-05-16 12:10:39+00:00,2017-05-16 12:14:42+00:00,243,243
517707,Control,2017-06-18 14:11:35+00:00,2017-06-18 14:15:08+00:00,213,213
9654101,Control,2017-05-14 19:24:21+00:00,2017-05-14 19:25:18+00:00,57,57
9434151,Control,2017-06-04 09:47:56+00:00,2017-06-04 09:49:10+00:00,74,74
571941,Control,2017-06-19 14:13:39+00:00,2017-06-19 14:14:54+00:00,75,75
9250390,Control,2017-06-14 21:49:02+00:00,2017-06-14 21:54:59+00:00,357,357
6513675,Control,2017-06-18 22:46:04+00:00,2017-06-18 22:49:09+00:00,185,185
8119688,Control,2017-06-17 14:52:10+00:00,2017-06-17 14:54:34+00:00,144,144
3717404,Control,2017-05-06 15:08:09+00:00,2017-05-06 15:13:47+00:00,338,338
4171396,Control,2017-06-03 17:05:59+00:00,2017-06-03 17:11:31+00:00,332,332
5575801,Control,2017-05-30 09:03:56+00:00,2017-05-30 09:18:29+00:00,873,873
2633568,Control,2017-05-27 16:10:15+00:00,2017-05-27 16:14:22+00:00,247,247
7074316,Control,2017-05-22 21:38:58+00:00,2017-05-22 21:43:35+00:00,277,277
6252053,Control,2017-05-31 13:15:34+00:00,2017-05-31 13:17:51+00:00,137,137
8110402,Control,2017-05-12 14:03:05+00:00,2017-05-12 14:09:19+00:00,374,374
2309007,Control,2017-05-11 11:26:14+00:00,2017-05-11 11:28:20+00:00,126,126
8364181,Control,2017-05-14 07:46:52+00:00,2017-05-14 07:48:08+00:00,76,76
7033721,Control,2017-05-22 12:51:53+00:00,2017-05-22 12:54:45+00:00,172,172
1731892,Control,2017-06-18 09:12:03+00:00,2017-06-18 09:14:29+00:00,146,146
5939898,Control,2017-05-17 20:11:28+00:00,2017-05-17 20:14:12+00:00,164,164
7603967,Control,2017-05-17 18:59:31+00:00,2017-05-17 19:05:03+00:00,332,332
9593457,Control,2017-06-04 20:29:52+00:00,2017-06-04 20:32:55+00:00,183,183
4260236,Control,2017-06-19 15:26:02+00:00,2017-06-19 15:38:54+00:00,772,772
4081642,Control,2017-06-13 01:47:43+00:00,2017-06-18 18:54:41+00:00,493618,118
1884336,Control,2017-06-02 01:09:14+00:00,2017-06-02 01:13:57+00:00,283,283
4123542,Control,2017-05-12 07:58:37+00:00,2017-05-12 08:00:18+00:00,101,101
8047484,Control,2017-05-29 19:00:32+00:00,2017-05-29 19:02:14+00:00,102,102
4451169,Control,2017-05-31 11:57:18+00:00,2017-05-31 12:00:05+00:00,167,167
9091585,Control,2017-05-11 22:05:39+00:00,2017-05-11 22:18:26+00:00,767,767
9868222,Control,2017-05-07 19:03:47+00:00,2017-05-07 19:10:12+00:00,385,385
7988348,Control,2017-06-13 23:07:42+00:00,2017-06-13 23:13:32+00:00,350,350
743445,Control,2017-05-12 02:32:16+00:00,2017-05-12 02:35:28+00:00,192,192
4613465,Control,2017-05-15 19:12:11+00:00,2017-05-15 19:21:54+00:00,583,583
6885745,Control,2017-06-19 13:06:53+00:00,2017-06-19 13:08:29+00:00,96,96
27554,Control,2017-05-11 21:31:07+00:00,2017-05-11 21:32:41+00:00,94,94
7053498,Control,2017-06-09 08:44:31+00:00,2017-06-09 08:54:20+00:00,589,589
6458491,Control,2017-05-02 21:45:58+00:00,2017-05-02 21:49:53+00:00,235,235
1702090,Control,2017-06-12 14:25:12+00:00,2017-06-12 14:27:17+00:00,125,125
5085733,Control,2017-06-14 11:45:21+00:00,2017-06-14 11:47:39+00:00,138,138
5108320,Control,2017-05-25 12:55:54+00:00,2017-05-25 12:57:56+00:00,122,122
4395024,Control,2017-05-03 12:16:29+00:00,2017-05-03 12:20:09+00:00,220,220
3744135,Control,2017-05-15 18:54:01+00:00,2017-05-15 18:56:08+00:00,127,127
9158440,Control,2017-06-19 15:53:31+00:00,2017-06-19 15:55:11+00:00,100,100
3123286,Control,2017-05-08 08:34:54+00:00,2017-05-08 08:38:50+00:00,236,236
6921532,Control,2017-05-24 15:14:31+00:00,2017-05-24 15:20:00+00:00,329,329
9643123,Control,2017-06-09 18:02:03+00:00,2017-06-09 18:05:39+00:00,216,216
5735934,Control,2017-06-11 13:05:34+00:00,2017-06-11 13:07:53+00:00,139,139
6233051,Control,2017-05-29 16:26:14+00:00,2017-05-29 16:28:50+00:00,156,156
4396526,Control,2017-05-05 09:30:46+00:00,2017-05-05 09:33:36+00:00,170,170
5834919,Control,2017-05-18 12:48:50+00:00,2017-05-18 12:51:29+00:00,159,159
9525724,Control,2017-05-14 11:20:26+00:00,2017-05-14 11:24:35+00:00,249,249
2671231,Control,2017-05-29 15:15:45+00:00,2017-05-29 15:17:31+00:00,106,106
4237982,Control,2017-05-01 08:47:28+00:00,2017-05-01 08:49:37+00:00,129,129
3738762,Control,2017-06-02 08:52:54+00:00,2017-06-02 08:56:59+00:00,245,245
1255754,Control,2017-05-07 08:57:59+00:00,2017-05-07 08:59:41+00:00,102,102
8966814,Control,2017-05-17 12:36:14+00:00,2017-05-17 12:39:09+00:00,175,175
5822378,Control,2017-06-07 12:56:34+00:00,2017-06-07 12:58:52+00:00,138,138
1991959,Control,2017-06-06 03:36:56+00:00,2017-06-06 03:40:49+00:00,233,233
7590544,Control,2017-06-10 18:47:02+00:00,2017-06-10 18:54:16+00:00,434,434
4210290,Control,2017-05-06 12:20:06+00:00,2017-05-06 12:26:03+00:00,357,357
3714922,Control,2017-05-26 17:25:55+00:00,2017-05-26 17:29:11+00:00,196,196
4939103,Control,2017-06-11 17:31:59+00:00,2017-06-11 17:33:10+00:00,71,71
3209032,Control,2017-05-08 13:01:09+00:00,2017-05-08 13:04:21+00:00,192,192
18973,Control,2017-06-16 08:23:46+00:00,2017-06-16 08:37:04+00:00,798,798
9423971,Control,2017-05-26 19:24:44+00:00,2017-05-26 19:28:12+00:00,208,208
9466171,Control,2017-05-28 12:49:09+00:00,2017-05-28 12:52:56+00:00,227,227
7631171,Control,2017-06-12 22:37:31+00:00,2017-06-12 22:39:05+00:00,94,94
8469085,Control,2017-05-15 15:16:45+00:00,2017-05-15 15:23:15+00:00,390,390
8651045,Control,2017-05-01 23:02:56+00:00,2017-05-01 23:04:15+00:00,79,79
3283172,Control,2017-05-21 19:48:09+00:00,2017-05-21 19:52:07+00:00,238,238
3251455,Control,2017-05-18 17:02:16+00:00,2017-05-18 17:04:12+00:00,116,116
1848243,Control,2017-06-05 11:12:23+00:00,2017-06-05 11:17:06+00:00,283,283
9828885,Control,2017-06-19 10:47:51+00:00,2017-06-19 10:49:19+00:00,88,88
6978135,Control,2017-06-14 19:27:53+00:00,2017-06-14 19:32:30+00:00,277,277
3088104,Control,2017-05-28 12:45:56+00:00,2017-05-28 12:48:38+00:00,162,162
1709771,Control,2017-05-08 17:43:25+00:00,2017-05-08 17:51:13+00:00,468,468
5903999,Control,2017-05-13 14:31:08+00:00,2017-05-13 14:33:25+00:00,137,137
8458014,Control,2017-05-06 22:31:42+00:00,2017-05-06 22:38:21+00:00,399,399
9328726,Control,2017-05-20 17:30:13+00:00,2017-05-20 17:32:03+00:00,110,110
4752329,Control,2017-05-15 08:57:08+00:00,2017-05-15 08:59:42+00:00,154,154
4883460,Control,2017-05-20 22:51:39+00:00,2017-05-20 22:59:23+00:00,464,464
9015448,Control,2017-06-12 21:10:50+00:00,2017-06-12 21:17:22+00:00,392,392
783788,Control,2017-05-11 00:28:21+00:00,2017-05-11 00:33:29+00:00,308,226
3721563,Control,2017-05-23 09:45:57+00:00,2017-05-23 09:52:10+00:00,373,373
8190179,Control,2017-06-06 14:40:41+00:00,2017-06-06 14:44:10+00:00,209,209
5991406,Control,2017-05-10 14:14:13+00:00,2017-05-10 14:16:52+00:00,159,159
9825994,Control,2017-06-11 14:24:38+00:00,2017-06-11 14:50:33+00:00,1555,1555
5533863,Control,2017-05-15 16:24:38+00:00,2017-05-15 16:46:34+00:00,1316,1316
3469294,Control,2017-05-23 06:52:03+00:00,2017-06-11 22:35:24+00:00,1698201,152
816508,Control,2017-05-12 09:30:55+00:00,2017-05-12 09:39:19+00:00,504,504
4818612,Control,2017-05-23 09:04:20+00:00,2017-05-23 09:08:03+00:00,223,223
5598921,Control,2017-06-09 06:57:03+00:00,2017-06-09 06:59:18+00:00,135,135
6106095,Control,2017-05-23 17:17:27+00:00,2017-05-23 17:19:28+00:00,121,121
909969,Control,2017-05-04 09:58:26+00:00,2017-05-04 10:06:41+00:00,495,495
4754533,Control,2017-06-05 22:07:51+00:00,2017-06-05 22:10:16+00:00,145,145
7602445,Control,2017-05-08 13:06:59+00:00,2017-05-08 13:08:50+00:00,111,111
5433214,Control,2017-05-21 10:09:33+00:00,2017-05-21 10:13:08+00:00,215,215
6283606,Control,2017-06-19 22:17:00+00:00,2017-06-19 22:23:33+00:00,393,393
1145419,Control,2017-06-03 13:51:44+00:00,2017-06-03 14:01:11+00:00,567,567
5871792,Control,2017-06-16 10:45:20+00:00,2017-06-16 10:47:40+00:00,140,140
6673674,Control,2017-05-21 23:31:23+00:00,2017-05-21 23:35:02+00:00,219,219
3665536,Control,2017-05-09 17:20:09+00:00,2017-05-09 17:25:36+00:00,327,327
1363220,Control,2017-05-25 18:15:28+00:00,2017-05-25 18:19:52+00:00,264,264
5763840,Control,2017-05-11 09:28:19+00:00,2017-05-11 09:32:47+00:00,268,268
2595560,Control,2017-05-23 10:55:23+00:00,2017-05-23 10:56:44+00:00,81,81
1863728,Control,2017-05-29 11:14:36+00:00,2017-05-29 11:20:07+00:00,331,331
5709603,Control,2017-06-06 11:09:36+00:00,2017-06-06 11:11:30+00:00,114,114
9164450,Control,2017-05-15 21:07:03+00:00,2017-05-15 21:10:16+00:00,193,193
2589483,Control,2017-05-01 15:53:37+00:00,2017-05-01 15:56:10+00:00,153,153
667494,Control,2017-06-08 23:17:51+00:00,2017-06-08 23:21:13+00:00,202,202
7804929,Control,2017-05-24 14:07:02+00:00,2017-05-24 14:09:14+00:00,132,132
6751787,Control,2017-05-15 16:55:43+00:00,2017-05-15 16:59:42+00:00,239,239
3667266,Control,2017-05-22 00:26:07+00:00,2017-05-22 00:27:32+00:00,85,85
560548,Control,2017-05-28 10:39:08+00:00,2017-05-28 10:41:24+00:00,136,136
6548727,Control,2017-05-11 20:32:16+00:00,2017-05-11 20:36:52+00:00,276,276
4043123,Control,2017-05-19 22:15:05+00:00,2017-05-19 22:20:10+00:00,305,305
483080,Control,2017-05-02 13:41:30+00:00,2017-05-02 13:52:23+00:00,653,653
3581725,Control,2017-05-31 12:05:40+00:00,2017-05-31 12:08:21+00:00,161,161
4592870,Control,2017-05-29 07:01:50+00:00,2017-05-29 07:03:58+00:00,128,128
5783708,Control,2017-05-12 08:11:58+00:00,2017-05-12 09:00:04+00:00,2886,541
3036745,Control,2017-05-26 09:54:17+00:00,2017-05-26 10:36:20+00:00,2523,2523
7177906,Control,2017-06-12 17:29:55+00:00,2017-06-12 17:33:08+00:00,193,193
3553475,Control,2017-05-24 11:12:26+00:00,2017-06-19 20:35:18+00:00,2280172,341
1503995,Control,2017-05-10 14:18:21+00:00,2017-05-10 14:36:09+00:00,1068,1068
3453663,Control,2017-06-07 23:25:46+00:00,2017-06-07 23:32:02+00:00,376,376
2285610,Control,2017-05-11 11:10:10+00:00,2017-05-11 11:17:46+00:00,456,456
5108566,Control,2017-05-14 13:37:29+00:00,2017-05-14 13:40:05+00:00,156,156
8056465,Control,2017-05-17 15:03:53+00:00,2017-05-17 15:06:09+00:00,136,136
9619981,Control,2017-05-24 17:36:34+00:00,2017-05-24 17:38:06+00:00,92,92
3735869,Control,2017-05-25 15:45:46+00:00,2017-05-25 15:47:00+00:00,74,74
3595560,Control,2017-05-15 14:15:49+00:00,2017-05-31 10:17:59+00:00,1368130,256
6760634,Control,2017-06-11 10:36:14+00:00,2017-06-11 10:38:30+00:00,136,136
9127572,Control,2017-05-04 11:04:48+00:00,2017-05-04 11:20:17+00:00,929,929
8616749,Control,2017-05-11 09:28:33+00:00,2017-05-11 09:45:07+00:00,994,994
3531612,Control,2017-06-03 12:42:56+00:00,2017-06-03 12:48:48+00:00,352,352
7920868,Control,2017-05-10 12:09:43+00:00,2017-05-10 12:59:17+00:00,2974,2974
9019969,Control,2017-06-05 12:57:30+00:00,2017-06-05 13:10:19+00:00,769,769
4218860,Control,2017-05-31 19:27:30+00:00,2017-05-31 19:50:15+00:00,1365,1236
8298599,Control,2017-05-30 11:04:24+00:00,2017-05-30 11:09:47+00:00,323,323
5979445,Control,2017-05-01 02:59:12+00:00,2017-05-01 03:08:58+00:00,586,586
6051233,Control,2017-05-06 21:33:19+00:00,2017-05-06 21:35:55+00:00,156,156
221558,Control,2017-05-28 02:00:27+00:00,2017-05-28 02:03:37+00:00,190,190
9198239,Control,2017-05-17 16:46:01+00:00,2017-05-17 17:05:41+00:00,1180,1180
2380192,Control,2017-05-29 16:46:17+00:00,2017-05-29 16:58:49+00:00,752,752
5632368,Control,2017-05-14 10:58:45+00:00,2017-05-14 11:00:52+00:00,127,127
9377390,Control,2017-05-05 14:18:43+00:00,2017-05-05 14:33:53+00:00,910,910
6137272,Control,2017-05-10 08:15:35+00:00,2017-05-10 08:24:56+00:00,561,561
812425,Control,2017-05-29 21:06:44+00:00,2017-05-29 21:09:18+00:00,154,154
9985127,Control,2017-06-02 11:47:29+00:00,2017-06-02 11:49:27+00:00,118,118
8711523,Control,2017-06-16 14:03:41+00:00,2017-06-17 17:47:16+00:00,99815,370
6230467,Control,2017-06-15 20:09:54+00:00,2017-06-15 20:11:36+00:00,102,102
5800090,Control,2017-05-20 23:33:51+00:00,2017-05-20 23:43:56+00:00,605,586
2231000,Control,2017-06-11 17:01:33+00:00,2017-06-11 17:03:43+00:00,130,130
2029059,Control,2017-05-17 20:37:22+00:00,2017-05-17 20:39:07+00:00,105,105
5856930,Control,2017-05-10 20:08:22+00:00,2017-05-11 13:28:39+00:00,62417,749
2079465,Control,2017-06-20 22:17:27+00:00,2017-06-20 22:21:08+00:00,221,221
549987,Control,2017-05-01 03:14:36+00:00,2017-05-01 03:24:29+00:00,593,593
6601679,Control,2017-05-15 07:19:20+00:00,2017-05-15 08:16:50+00:00,3450,693
5460698,Control,2017-06-03 11:35:06+00:00,2017-06-03 11:38:17+00:00,191,191
2155956,Control,2017-05-15 20:31:45+00:00,2017-05-15 20:42:54+00:00,669,669
8966674,Control,2017-06-18 22:59:36+00:00,2017-06-18 23:02:23+00:00,167,167
5477656,Control,2017-05-18 07:51:32+00:00,2017-05-18 08:03:33+00:00,721,721
2831475,Control,2017-05-12 19:28:24+00:00,2017-05-12 19:29:53+00:00,89,89
9058289,Control,2017-05-07 09:25:20+00:00,2017-05-21 11:52:25+00:00,1218425,326
3399048,Control,2017-06-06 16:58:30+00:00,2017-06-06 17:00:46+00:00,136,136
5728402,Control,2017-05-11 11:17:01+00:00,2017-05-11 11:22:23+00:00,322,322
5106413,Control,2017-05-31 16:24:03+00:00,2017-05-31 16:28:18+00:00,255,255
4569442,Control,2017-05-13 01:33:38+00:00,2017-05-13 01:34:58+00:00,80,80
793199,Control,2017-05-26 10:14:33+00:00,2017-05-26 10:20:35+00:00,362,362
38685,Control,2017-06-02 13:27:28+00:00,2017-06-02 13:30:47+00:00,199,199
4252494,Control,2017-05-15 17:31:14+00:00,2017-05-15 17:38:52+00:00,458,458
5413860,Control,2017-05-20 22:31:51+00:00,2017-05-20 22:35:42+00:00,231,231
5715005,Control,2017-05-12 13:12:52+00:00,2017-05-12 13:17:05+00:00,253,253
1255355,Control,2017-05-30 06:32:20+00:00,2017-05-30 06:35:07+00:00,167,167
2773493,Control,2017-06-18 17:26:05+00:00,2017-06-18 17:30:30+00:00,265,265
2859751,Control,2017-05-15 14:28:37+00:00,2017-05-15 14:31:13+00:00,156,156
2235638,Control,2017-05-15 14:05:10+00:00,2017-05-15 14:08:35+00:00,205,205
5321764,Control,2017-05-12 22:30:16+00:00,2017-05-12 22:39:52+00:00,576,576
8270441,Control,2017-06-02 16:57:20+00:00,2017-06-02 17:00:48+00:00,208,208
8449016,Control,2017-05-21 19:01:45+00:00,2017-05-21 19:04:22+00:00,157,157
9814150,Control,2017-06-06 19:27:20+00:00,2017-06-06 19:31:00+00:00,220,220
4989657,Control,2017-05-31 14:14:21+00:00,2017-05-31 14:17:25+00:00,184,184
5023973,Control,2017-06-13 03:39:31+00:00,2017-06-13 03:44:13+00:00,282,282
5212851,Control,2017-05-19 18:38:48+00:00,2017-05-19 18:41:15+00:00,147,147
7191234,Control,2017-05-21 09:58:09+00:00,2017-05-21 10:00:46+00:00,157,157
5518822,Control,2017-05-20 13:02:38+00:00,2017-05-20 13:04:18+00:00,100,100
4468051,Control,2017-05-21 15:40:51+00:00,2017-05-21 15:42:44+00:00,113,113
6075960,Control,2017-05-24 07:49:06+00:00,2017-05-24 07:50:02+00:00,56,56
5654979,Control,2017-06-14 15:27:35+00:00,2017-06-14 15:29:39+00:00,124,124
4623367,Control,2017-05-04 12:38:14+00:00,2017-05-04 12:42:39+00:00,265,265
7260625,Control,2017-06-09 16:22:27+00:00,2017-06-09 16:24:17+00:00,110,110
840838,Control,2017-06-17 20:52:47+00:00,2017-06-17 21:05:15+00:00,748,748
134207,Control,2017-05-30 11:57:55+00:00,2017-05-30 12:09:15+00:00,680,680
112128,Control,2017-05-18 13:29:29+00:00,2017-05-18 13:31:58+00:00,149,149
1404434,Control,2017-05-22 17:14:17+00:00,2017-05-22 17:23:06+00:00,529,529
3406078,Control,2017-05-08 15:38:34+00:00,2017-05-08 15:43:17+00:00,283,283
79571,Control,2017-05-12 12:46:10+00:00,2017-05-12 12:49:15+00:00,185,185
5089510,Control,2017-05-19 09:36:41+00:00,2017-05-19 09:39:46+00:00,185,185
7927686,Control,2017-05-07 12:58:46+00:00,2017-05-07 13:04:08+00:00,322,322
4344699,Control,2017-05-14 21:20:27+00:00,2017-05-14 21:23:27+00:00,180,180
413583,Control,2017-05-13 07:15:15+00:00,2017-06-04 08:58:16+00:00,1906981,375
3361646,Control,2017-05-03 07:28:20+00:00,2017-05-03 07:32:20+00:00,240,240
8779253,Control,2017-05-22 12:40:57+00:00,2017-05-22 12:44:44+00:00,227,227
3210373,Control,2017-05-01 00:12:42+00:00,2017-05-01 00:15:16+00:00,154,154
7550662,Control,2017-05-06 21:09:05+00:00,2017-05-06 21:10:16+00:00,71,71
3436512,Control,2017-05-17 23:01:55+00:00,2017-05-17 23:07:01+00:00,306,306
5476772,Control,2017-05-16 13:45:46+00:00,2017-05-16 13:48:48+00:00,182,182
5755875,Control,2017-05-10 22:40:56+00:00,2017-05-10 22:43:15+00:00,139,139
8252250,Control,2017-05-02 17:47:30+00:00,2017-05-02 17:50:57+00:00,207,207
8744291,Control,2017-05-10 11:07:41+00:00,2017-05-10 11:10:00+00:00,139,139
1115570,Control,2017-05-31 17:49:59+00:00,2017-05-31 18:00:04+00:00,605,605
525401,Control,2017-05-03 14:45:19+00:00,2017-05-03 14:50:29+00:00,310,310
4059897,Control,2017-05-25 20:53:11+00:00,2017-05-25 20:57:35+00:00,264,264
5959013,Control,2017-05-19 12:04:34+00:00,2017-05-19 12:09:20+00:00,286,286
8240915,Control,2017-06-19 14:42:33+00:00,2017-06-19 14:45:39+00:00,186,186
4800788,Control,2017-05-10 07:38:48+00:00,2017-05-10 07:43:23+00:00,275,275
5531315,Control,2017-05-08 21:45:28+00:00,2017-06-19 09:35:35+00:00,3585007,376
395814,Control,2017-05-23 21:16:44+00:00,2017-05-23 21:17:49+00:00,65,65
2433237,Control,2017-05-14 15:10:09+00:00,2017-05-14 15:12:11+00:00,122,122
1798507,Control,2017-05-06 22:15:40+00:00,2017-05-06 22:17:20+00:00,100,100
6737681,Control,2017-06-17 15:53:38+00:00,2017-06-17 16:16:38+00:00,1380,1380
1437753,Control,2017-06-01 15:30:29+00:00,2017-06-01 15:47:39+00:00,1030,1030
4417681,Control,2017-06-12 23:33:59+00:00,2017-06-12 23:36:35+00:00,156,156
7489736,Control,2017-05-12 08:42:15+00:00,2017-05-12 08:45:12+00:00,177,177
6587114,Control,2017-05-01 11:30:11+00:00,2017-05-01 11:36:35+00:00,384,384
7744382,Control,2017-06-13 16:58:59+00:00,2017-06-13 17:00:58+00:00,119,119
965804,Control,2017-06-04 21:29:12+00:00,2017-06-04 21:30:47+00:00,95,95
3329079,Control,2017-06-18 12:34:01+00:00,2017-06-18 12:35:39+00:00,98,98
5374819,Control,2017-05-12 11:14:49+00:00,2017-05-12 11:18:29+00:00,220,220
2653016,Control,2017-06-17 10:10:03+00:00,2017-06-17 10:18:39+00:00,516,516
8516632,Control,2017-05-11 10:45:50+00:00,2017-05-11 10:50:32+00:00,282,282
1905757,Control,2017-05-25 08:36:19+00:00,2017-05-25 08:38:07+00:00,108,108
6752369,Control,2017-05-23 13:08:34+00:00,2017-05-23 16:45:38+00:00,13024,712
3983001,Control,2017-05-25 00:22:25+00:00,2017-05-25 00:24:55+00:00,150,150
5449329,Control,2017-06-01 13:49:48+00:00,2017-06-01 14:00:05+00:00,617,617
5388250,Control,2017-06-19 17:56:16+00:00,2017-06-19 17:59:43+00:00,207,207
2116261,Control,2017-06-14 09:20:32+00:00,2017-06-14 09:22:28+00:00,116,116
9818694,Control,2017-05-07 07:59:53+00:00,2017-05-07 08:11:51+00:00,718,718
3564822,Control,2017-05-19 15:11:45+00:00,2017-05-19 15:19:20+00:00,455,455
1398387,Control,2017-06-15 08:51:39+00:00,2017-06-15 08:54:56+00:00,197,197
9729392,Control,2017-05-05 18:57:33+00:00,2017-05-14 23:13:34+00:00,792961,933
5073934,Control,2017-05-13 22:21:16+00:00,2017-05-13 22:23:56+00:00,160,160
7412988,Control,2017-05-21 16:08:14+00:00,2017-05-21 16:10:00+00:00,106,106
9695299,Control,2017-05-05 10:12:15+00:00,2017-05-05 10:15:15+00:00,180,152
4243421,Control,2017-06-07 20:56:34+00:00,2017-06-07 21:01:32+00:00,298,298
