client_id,variation,start,step_1,step_2,step_3,confirm
5791057,Test,1,0,0,0,0
5791120,Test,1,0,0,0,0
5791149,Test,1,1,1,1,1
5791290,Control,1,1,1,1,1
5791498,Control,1,1,0,0,0
5791603,Control,1,1,1,1,1
5791715,Control,1,0,0,0,0
5791732,Control,1,0,0,0,0
5791777,Test,1,1,1,1,1
5791804,Test,1,1,1,1,1
5792423,Control,1,1,1,0,0
5792648,Test,1,1,1,1,1
5792734,Test,1,1,1,1,1
5792749,Test,1,0,0,0,0
5792887,Control,1,1,1,1,1
5792905,Control,1,1,1,0,0
5793413,Test,1,1,1,1,1
5793876,Test,1,1,1,1,1
5794010,Control,1,1,1,1,1
5794080,Test,1,1,1,1,1
5794104,Control,1,1,1,1,1
5794145,Control,1,1,1,1,1
5794476,Test,1,1,1,1,1
5794515,Control,1,1,1,1,1
5794543,Test,1,1,1,1,1
5794562,Control,1,1,1,1,1
5794796,Test,1,1,1,1,1
5794832,Control,1,0,0,0,0
5794865,Control,1,1,1,1,1
5794987,Control,1,1,1,1,1
5795046,Control,1,1,1,1,1
5795234,Test,1,1,1,1,1
5795460,Test,1,1,1,1,1
5795485,Control,1,1,1,1,1
5795761,Control,1,1,1,1,1
5795976,Test,1,1,1,1,1
5796007,Test,1,1,1,1,1
5796110,Control,1,1,1,1,1
5796197,Test,1,1,1,1,1
5796398,Control,1,1,1,1,1
5796790,Test,1,1,1,1,1
5797088,Control,1,1,1,1,1
5797199,Test,1,1,1,1,0
5797212,Control,1,1,1,1,0
5797801,Test,1,1,0,0,0
5798479,Control,1,1,1,1,1
5798572,Test,1,1,0,0,0
5798633,Control,1,1,1,1,1
5798723,Test,1,1,1,1,1
5798848,Test,1,1,1,1,1
5798886,Test,1,1,1,1,1
5799151,Control,1,1,1,0,0
5800090,Control,1,1,1,1,1
5800167,Control,1,1,1,1,1
5800414,Test,1,1,1,1,1
5800745,Control,1,1,1,1,1
5800774,Control,1,1,0,0,0
5801058,Control,1,1,1,1,1
5801163,Control,1,1,1,1,1
5801507,Test,1,1,1,1,1
5801673,Test,1,1,1,1,1
5801776,Control,1,1,1,0,0
5802200,Test,1,1,1,1,1
5802342,Test,1,1,1,1,1
5802509,Test,1,1,1,1,1
5802843,Test,1,1,1,1,1
5802950,Test,1,1,1,1,1
5803124,Test,1,1,1,1,1
5803184,Control,1,1,1,1,0
5803535,Test,1,1,1,1,1
5803727,Control,1,0,0,0,0
5803947,Test,1,1,1,1,1
5804091,Test,1,1,1,1,1
5804408,Control,1,0,0,0,0
5804424,Control,1,1,1,1,0
5804539,Test,1,1,1,1,1
5804553,Control,1,1,1,1,0
5804569,Test,1,1,1,1,1
5804606,Test,1,1,1,1,1
5804913,Test,1,1,1,1,1
5804951,Control,1,0,0,0,0
5805302,Test,1,0,0,0,0
5805335,Test,1,1,1,1,1
5805358,Test,1,1,1,1,0
5805534,Control,1,1,0,0,0
5805582,Test,1,1,1,1,1
5805828,Test,1,1,1,1,1
5806372,Control,1,1,1,1,1
5806385,Test,1,1,1,1,1
5806682,Test,1,1,1,0,0
5806758,Test,1,1,1,1,0
5806786,Test,1,1,1,1,1
5806855,Test,1,0,0,0,0
5806944,Control,1,1,1,1,1
5807085,Test,1,1,1,1,1
5807230,Control,1,1,1,1,1
5807332,Control,1,1,1,1,1
5807713,Control,1,1,1,1,1
5808100,Test,1,1,1,1,1
5808567,Test,1,1,1,1,1
5808689,Test,1,0,0,0,0
5808972,Control,1,1,0,0,0
5809163,Control,1,1,1,1,1
5809205,Control,1,1,1,1,1
5809746,Test,1,1,1,0,0
5809808,Test,1,1,1,1,1
5809893,Control,1,1,1,1,1
5809916,Test,1,1,1,1,1
5810071,Test,1,1,1,1,1
5810327,Test,1,1,1,1,1
5810345,Control,1,1,1,1,1
5810358,Control,1,1,1,1,1
5810660,Control,1,1,0,0,0
5810662,Control,1,1,1,1,0
5810734,Test,1,1,1,1,1
5811120,Test,1,1,1,1,1
5811616,Control,1,1,1,1,1
5811879,Test,1,1,1,1,1
5811895,Control,1,1,1,1,1
5811932,Test,1,1,1,1,1
5811937,Test,1,1,1,1,1
5811961,Control,1,1,1,1,1
5812074,Test,1,1,1,1,1
5812215,Test,1,1,1,1,1
5812236,Test,1,1,1,1,1
5812262,Test,1,1,1,1,1
5812724,Control,1,1,1,1,1
5812778,Test,1,1,1,1,1
5813006,Test,1,1,1,1,1
5813251,Control,1,1,1,1,1
5813289,Test,1,1,1,1,1
5813552,Test,1,1,1,1,1
5813788,Test,1,1,1,1,1
5813942,Test,1,0,0,0,0
5814099,Control,1,1,1,1,1
5814124,Control,1,1,1,1,1
5814327,Test,1,0,1,1,1
5814539,Control,1,1,1,1,1
5814758,Test,1,1,1,0,0
5814834,Control,1,1,1,1,1
5815034,Control,1,0,0,0,0
5815231,Test,1,1,1,1,1
5815373,Test,1,1,1,1,1
5815400,Control,1,1,1,1,0
5815644,Control,1,1,1,1,1
5815864,Test,1,1,0,0,0
5815975,Test,1,1,1,1,1
5815996,Control,1,1,1,1,1
5816187,Control,1,1,1,1,1
5816230,Control,1,1,1,1,0
5816519,Test,1,1,1,1,1
5816546,Test,1,1,1,1,1
5816825,Test,1,1,1,1,1
5817225,Control,1,1,1,0,0
5817288,Test,1,1,1,1,1
5817293,Control,1,1,1,1,1
5817393,Control,1,1,1,1,1
5817527,Test,1,1,1,1,1
5817789,Control,1,0,0,0,0
5818000,Test,1,0,0,0,0
5818148,Control,1,1,1,1,1
5818454,Control,1,1,0,0,0
5818516,Test,1,1,1,0,0
5818628,Test,1,0,0,0,0
5818842,Control,1,1,1,1,0
5819141,Control,1,1,1,1,1
5819450,Test,1,1,1,1,1
5819608,Test,1,1,1,0,0
5819620,Control,1,1,1,1,0
5819627,Control,1,1,1,1,1
5819654,Control,1,1,0,0,0
5820267,Control,1,1,1,1,1
5820328,Control,1,1,1,1,1
5820796,Test,1,1,1,1,1
5820957,Test,1,1,1,0,0
5821057,Test,1,1,1,1,0
5821086,Test,1,1,1,1,1
5821298,Control,1,0,0,0,0
5821350,Control,1,0,0,0,0
5821983,Control,1,1,1,1,0
5822378,Control,1,1,1,1,1
5822478,Control,1,1,1,1,1
5822562,Test,1,1,1,1,0
5822622,Control,1,0,0,0,0
5822638,Test,1,1,1,1,1
5822736,Control,1,1,1,1,1
5822755,Test,1,1,1,1,1
5822813,Test,1,0,0,0,0
5823006,Test,1,1,1,1,1
5823318,Test,1,1,1,1,1
5823529,Control,1,1,1,1,1
5823616,Test,1,1,1,1,1
5823625,Control,1,1,1,0,1
5823627,Control,1,1,1,1,1
5823904,Control,1,1,1,1,1
5823990,Control,1,0,0,0,0
5824205,Control,1,1,1,0,0
5824256,Control,1,0,0,0,0
5824357,Control,1,1,1,1,1
5824629,Test,1,1,1,1,1
5824640,Control,1,1,1,1,1
5824996,Control,1,1,1,1,0
5825030,Test,1,1,0,0,0
5825322,Test,1,1,1,1,1
5825555,Test,1,1,1,1,1
5825556,Test,1,1,1,1,1
5825686,Test,1,1,1,1,1
5825740,Control,1,1,1,1,1
5826160,Test,1,1,1,1,1
5826232,Test,1,1,1,0,0
5826390,Control,1,1,1,1,1
5826449,Control,1,1,1,1,1
5826728,Test,1,1,1,1,1
5826737,Test,1,1,1,1,1
5826916,Test,1,1,1,1,1
5827429,Test,1,1,1,1,1
5827444,Control,1,1,1,1,1
5827480,Test,1,1,1,1,1
5827596,Control,1,1,1,1,1
5828316,Test,1,1,1,1,1
5828623,Test,1,1,1,1,1
5828745,Control,1,0,0,0,0
5828768,Control,1,1,1,1,1
5828878,Test,1,1,1,1,1
5828946,Test,1,1,1,1,1
5829248,Control,1,1,1,1,1
5829295,Test,1,1,1,1,0
5829314,Control,1,1,1,1,1
5829371,Control,1,1,0,0,0
5829895,Control,1,1,1,1,1
5830049,Test,1,1,1,1,1
5830053,Test,1,0,0,0,0
5830093,Control,1,1,1,1,1
5830177,Control,1,1,1,1,0
5830544,Control,1,1,1,1,1
5830611,Test,1,1,1,1,1
5830630,Test,1,0,0,0,0
5831289,Test,1,1,1,1,1
5831377,Test,1,1,1,1,1
5831505,Control,1,1,1,1,1
5831696,Control,1,1,1,1,0
5831736,Control,1,1,1,1,1
5832072,Test,1,1,1,1,1
5832104,Test,1,1,1,1,1
5832167,Control,1,1,1,1,1
5832478,Test,1,1,1,1,0
5832674,Control,1,0,0,0,0
5832682,Test,1,0,0,0,0
5833025,Control,1,1,0,0,0
5833170,Control,1,0,0,0,0
5833579,Test,1,1,1,1,1
5833618,Control,1,1,1,1,0
5834206,Test,1,1,1,1,1
5834233,Test,1,1,1,1,1
5834652,Control,1,1,1,1,1
5834717,Test,1,1,1,0,0
5834919,Control,1,1,1,1,1
5835214,Control,1,1,1,1,1
5835400,Test,1,1,1,1,1
5835614,Control,1,1,1,1,1
5835634,Test,1,1,1,1,1
5836023,Control,1,1,1,1,1
5836080,Control,1,0,0,0,0
5836316,Test,1,0,0,0,0
5836349,Test,1,1,1,1,1
5836504,Test,1,1,1,1,1
5836594,Test,1,1,1,1,1
5836916,Test,1,1,1,1,1
5837127,Test,1,1,1,1,1
5837397,Test,1,1,1,0,0
5837641,Test,1,1,1,1,1
5837678,Test,1,1,1,1,1
5837852,Test,1,0,0,0,0
5838050,Control,1,1,1,1,1
5838184,Control,1,1,1,1,0
5838337,Test,1,1,0,0,0
5838650,Control,1,1,1,1,1
5838817,Test,1,1,1,1,1
5838845,Test,1,1,1,1,1
5838920,Test,1,1,1,1,1
5839221,Test,1,1,1,1,1
5839232,Test,1,1,1,1,1
5839486,Test,1,1,1,0,0
5839602,Control,1,1,1,1,1
5839643,Test,1,1,1,1,1
5839728,Control,1,1,1,1,1
5840107,Control,1,1,1,1,1
5840358,Test,1,1,1,1,1
5840762,Test,1,1,1,1,0
5840906,Control,1,1,1,1,1
5840984,Control,1,1,0,0,0
5841087,Test,1,1,1,1,1
5841109,Control,1,0,0,0,0
5841499,Control,1,1,1,1,1
5841664,Control,1,0,0,0,0
5841697,Control,1,1,1,1,1
5841975,Control,1,0,0,0,0
5842004,Control,1,1,0,0,0
5842296,Test,1,1,1,1,1
5842338,Test,1,1,1,1,1
5842501,Test,1,1,1,1,1
5842948,Control,1,1,1,1,1
5843105,Test,1,1,1,1,1
5843202,Test,1,1,1,1,1
5843376,Test,1,1,1,1,1
5843450,Control,1,1,1,1,1
5843649,Test,1,1,1,1,1
5843778,Control,1,1,1,1,1
5843791,Test,1,1,1,1,1
5844233,Test,1,0,0,0,0
5844424,Control,1,0,0,0,0
5844624,Control,1,1,1,1,1
5845017,Control,1,1,1,1,1
5845530,Test,1,1,0,1,1
5845598,Control,1,1,1,1,0
5845872,Control,1,1,1,1,1
5845981,Test,1,1,1,1,1
5846178,Control,1,1,1,1,1
5847269,Control,1,1,1,1,1
5847311,Test,1,1,1,1,1
5847341,Test,1,1,1,1,1
5847452,Control,1,0,0,0,0
5847468,Test,1,1,0,0,0
5847586,Control,1,1,1,1,1
5847660,Control,1,0,0,0,0
5847726,Control,1,1,1,1,1
5847845,Control,1,1,1,1,1
5848027,Control,1,0,0,0,0
5848257,Test,1,1,1,1,1
5848267,Control,1,1,1,1,0
5848350,Control,1,1,1,1,1
5848487,Test,1,1,1,1,0
5848988,Test,1,1,1,1,0
5849149,Test,1,1,1,1,1
5849432,Control,1,1,1,1,1
5849558,Test,1,0,0,0,0
5849595,Test,1,1,0,0,0
5849741,Test,1,1,1,1,1
5849813,Test,1,1,1,1,0
5850123,Control,1,1,1,1,0
5850237,Control,1,1,1,1,1
5850303,Control,1,1,1,1,0
5850402,Test,1,1,1,1,1
5851066,Control,1,1,1,1,1
5851331,Control,1,1,1,1,1
5851508,Test,1,1,1,1,1
5851524,Test,1,1,1,1,0
5851688,Control,1,1,1,1,1
5851821,Test,1,1,1,1,1
5851918,Control,1,0,0,0,0
5851947,Control,1,1,1,0,0
5851995,Test,1,1,1,1,0
5852070,Test,1,1,1,1,1
5852774,Test,1,1,1,1,1
5852849,Control,1,1,1,1,1
5853323,Test,1,1,1,1,1
5853478,Test,1,1,1,1,1
5853751,Test,1,1,1,1,1
5853771,Control,1,0,0,0,0
5854054,Test,1,1,1,1,1
5854138,Test,1,1,1,1,1
5854535,Test,1,1,1,1,1
5854628,Control,1,1,1,1,1
5854788,Control,1,1,1,1,0
5854803,Test,1,1,1,1,1
5854902,Test,1,1,1,1,1
5854932,Test,1,1,1,1,1
5855363,Test,1,1,1,1,1
5855387,Control,1,1,1,1,1
5855839,Test,1,1,1,1,1
5855902,Control,1,1,1,1,1
5856243,Control,1,1,1,1,1
5856474,Control,1,1,0,0,0
5856694,Test,1,1,1,1,1
5856806,Test,1,1,1,1,1
5856930,Control,1,1,1,1,1
5857593,Control,1,1,1,1,1
5857627,Test,1,1,1,1,1
5857868,Control,1,1,1,1,1
5858133,Test,1,1,1,1,1
5858388,Control,1,1,1,1,1
5858436,Test,1,1,1,1,1
5858719,Test,1,1,1,1,1
5859315,Test,1,1,1,1,1
5859375,Control,1,0,0,0,0
5859430,Test,1,1,1,1,1
5859476,Test,1,1,1,1,0
5859609,Test,1,1,1,1,1
5859808,Control,1,1,1,1,1
5859990,Test,1,1,1,1,1
5860017,Test,1,1,1,1,1
5860565,Test,1,1,1,1,1
5860814,Test,1,1,1,1,1
5860978,Control,1,1,1,1,1
5861027,Control,1,1,1,1,1
5861436,Control,1,0,0,0,0
5861625,Control,1,1,1,1,1
5862154,Test,1,1,1,1,1
5862675,Test,1,1,1,1,1
5862916,Control,1,1,1,1,1
5862986,Control,1,1,1,0,0
5862995,Test,1,0,0,0,0
5863138,Control,1,0,0,0,0
5863395,Test,1,1,1,1,0
5863707,Control,1,1,1,1,0
5864399,Control,1,1,1,1,0
5864436,Test,1,0,0,0,0
5864969,Control,1,1,1,1,1
5865037,Control,1,0,0,0,0
5865256,Control,1,0,0,0,0
5865360,Test,1,1,1,1,1
5865516,Test,1,1,1,1,1
5865564,Test,1,1,1,1,0
5865795,Test,1,1,0,0,0
5865838,Control,1,1,1,1,1
5866418,Test,1,0,0,0,0
5866797,Control,1,1,1,1,1
5867403,Test,1,1,1,1,1
5867754,Test,1,1,1,1,1
5867763,Test,1,1,1,1,1
5867862,Test,1,1,1,1,1
5867937,Control,1,1,1,1,1
5868356,Control,1,1,1,1,1
5868409,Control,1,1,1,1,1
5868815,Test,1,1,1,1,0
5868863,Test,0,0,0,0,1
5869101,Control,1,0,0,0,0
5869128,Test,1,1,1,1,0
5869318,Control,1,1,1,1,1
5869320,Control,1,1,1,1,1
5869487,Control,1,1,1,0,0
5869570,Control,1,0,0,0,0
5869614,Control,1,1,1,1,1
5869847,Control,1,0,0,0,0
5869920,Test,1,1,0,0,0
5870259,Test,1,1,1,1,1
5870289,Control,1,1,1,1,1
5870441,Control,1,1,1,1,1
5870520,Test,1,1,1,1,0
5870652,Control,1,1,1,0,0
5870738,Test,1,1,1,1,1
5870802,Test,1,1,1,1,1
5870916,Test,1,1,1,1,1
5871038,Control,1,1,1,1,1
5871071,Control,1,0,0,0,0
5871072,Test,1,1,1,1,1
5871132,Test,1,1,1,1,1
5871224,Test,1,1,1,1,0
5871351,Test,1,1,1,1,0
5871387,Control,1,1,1,1,1
5871792,Control,1,1,1,1,1
5871989,Test,1,1,1,1,1
5872128,Test,1,1,1,1,1
5872163,Test,1,1,1,1,1
5872502,Test,1,1,0,0,0
5872680,Test,1,1,1,1,1
5872684,Test,1,1,1,1,1
5872805,Test,1,1,1,1,1
5872814,Test,1,1,1,1,1
5872898,Test,1,1,1,1,1
5873674,Control,1,1,1,1,1
5873730,Test,1,1,1,1,1
5874124,Test,1,1,0,0,0
5874173,Control,1,1,1,1,1
5874365,Test,1,1,1,1,1
5874439,Test,1,1,1,1,1
5874483,Control,1,1,1,1,1
5874488,Test,1,1,1,1,1
5875104,Test,1,1,1,1,1
5875249,Test,1,0,0,0,0
5875727,Control,1,0,0,0,0
5876035,Control,1,1,1,1,1
5876225,Test,1,1,0,0,0
5876311,Test,1,1,1,1,1
5876422,Control,1,1,1,1,1
5876920,Test,1,1,0,0,0
5877689,Test,1,1,0,0,0
5877742,Test,1,1,1,1,1
5877948,Test,1,1,1,1,1
5878089,Test,1,1,1,1,1
5878107,Test,1,1,1,1,1
5878388,Control,1,0,0,0,0
5878965,Control,1,1,1,1,1
5879526,Test,1,1,1,1,1
5879670,Control,1,1,1,1,1
5879917,Test,1,1,1,0,0
5879951,Test,1,1,1,1,1
5879965,Control,1,1,1,1,0
5880181,Control,1,1,1,1,1
5880336,Test,1,1,1,1,1
5880385,Control,1,1,1,1,1
5880392,Control,1,1,1,1,1
5880453,Control,1,1,0,0,0
5880647,Test,1,1,1,1,0
5881097,Test,1,1,1,1,1
5881256,Test,1,1,1,1,1
5881406,Test,1,1,1,1,1
5881622,Test,1,1,1,1,1
5881697,Test,1,1,1,0,0
5881854,Control,1,0,0,0,0
5882000,Test,1,1,1,1,1
5882123,Test,1,1,1,1,0
5882141,Test,1,1,1,1,1
5882333,Test,1,1,1,1,1
5882646,Test,1,1,1,1,1
5882943,Test,1,1,1,1,1
5883088,Test,1,1,1,1,1
5883269,Test,1,1,1,1,1
5883378,Test,1,1,1,1,1
5883656,Test,1,1,1,1,1
5883791,Test,1,0,0,0,0
5883812,Test,1,1,0,0,0
5883955,Control,1,1,0,0,0
5884125,Control,1,1,1,1,0
5884133,Test,1,1,1,1,1
5884191,Test,1,1,1,1,1
5884299,Test,1,1,1,0,0
5884318,Test,1,1,1,1,1
5884633,Test,1,1,1,1,1
5884804,Test,1,1,1,1,1
5885174,Test,1,0,0,0,0
5885212,Test,1,1,1,1,1
5885503,Test,1,0,0,0,0
5886350,Control,1,1,1,1,1
5886983,Test,1,1,1,1,1
5887136,Control,1,1,1,1,1
5887227,Test,1,1,1,1,1
5887829,Control,1,1,1,1,1
5888321,Test,1,1,1,1,1
5888582,Control,1,0,0,0,0
5888619,Control,1,1,1,1,1
5888658,Control,1,1,1,0,0
5888688,Control,1,1,1,1,1
5888850,Test,1,1,1,1,1
5888965,Test,1,1,1,1,1
5889057,Test,1,1,1,1,1
5889228,Test,1,1,1,1,1
5889494,Test,1,1,1,1,1
5889547,Test,1,1,1,1,1
5889685,Test,1,1,1,0,0
5889920,Test,1,0,0,0,0
5890080,Control,1,1,0,0,0
5890536,Control,1,1,0,0,0
5890598,Test,1,1,1,1,1
5890673,Test,1,1,0,0,0
5890737,Control,1,1,1,1,1
5890801,Control,1,1,1,1,1
5890932,Control,1,1,1,1,1
5890936,Control,1,1,1,1,1
5890995,Control,1,0,0,0,0
5891447,Control,1,1,1,1,1
5891827,Test,1,1,1,1,1
5891909,Test,1,1,1,1,0
5891980,Control,1,0,0,0,0
5892025,Test,1,1,1,1,1
5892103,Test,1,1,0,0,0
5892346,Control,1,1,1,1,0
5892672,Control,1,1,1,1,0
5892682,Test,1,1,0,0,0
5892897,Test,1,1,1,1,1
5893114,Control,0,0,1,1,1
5893434,Control,1,1,1,1,1
5893578,Control,1,1,1,1,0
5893876,Test,1,1,1,1,1
5893972,Test,1,1,1,1,0
5894048,Test,1,1,1,1,1
5894241,Test,1,1,1,1,1
5894548,Test,1,1,1,1,1
5894768,Test,1,1,1,1,1
5894785,Control,1,0,0,0,0
5894811,Control,1,1,1,1,1
5894819,Control,1,1,1,1,1
5895512,Control,1,1,1,1,1
5895605,Control,1,0,0,0,0
5895617,Control,1,1,1,1,0
5895754,Test,1,0,0,0,0
5896233,Test,1,1,1,1,1
5896265,Test,1,1,1,1,0
5896427,Control,1,0,0,0,0
5896467,Test,1,1,1,1,1
5896556,Control,1,1,1,1,1
5896881,Control,1,1,0,0,0
5897376,Control,1,1,1,1,1
5897504,Control,1,1,1,1,1
5897806,Control,1,0,0,0,0
5897837,Control,1,1,1,1,1
5897858,Test,1,1,1,1,1
5898319,Control,1,0,0,0,0
5898344,Test,1,1,1,1,1
5898506,Test,1,1,1,1,1
5898764,Control,1,1,1,0,0
5899036,Test,1,1,1,1,1
5899182,Test,1,1,0,0,0
5899205,Test,1,1,1,1,0
5899425,Control,1,1,1,1,1
5899458,Test,1,1,1,1,1
5899752,Control,1,1,1,1,0
5899779,Test,0,1,1,1,1
5899788,Test,1,1,1,1,1
5899889,Test,1,1,1,1,1
5899944,Test,1,1,0,0,0
5900143,Test,1,1,1,1,1
5900386,Test,1,1,1,1,1
5900555,Test,1,0,0,0,0
5900557,Control,1,0,0,0,0
5900728,Test,1,1,1,1,1
5900806,Control,1,1,1,1,1
5900870,Test,1,0,0,0,0
5901024,Test,1,1,1,1,1
5901463,Control,1,0,0,0,0
5901729,Test,1,1,1,1,1
5901737,Test,1,1,1,1,1
5901964,Control,1,0,0,0,0
5902055,Test,1,1,1,1,0
5902197,Test,1,1,1,1,1
5902352,Test,1,1,1,1,1
5902515,Test,1,1,1,1,1
5902640,Test,1,1,1,1,1
5902655,Control,1,1,0,0,0
5902693,Test,1,1,1,1,1
5902718,Test,1,1,1,1,1
5902851,Control,1,1,1,1,0
5903086,Control,1,0,0,0,0
5903110,Control,1,1,1,1,1
5903293,Control,1,1,1,1,1
5903704,Test,1,0,0,0,0
5903799,Test,1,0,0,0,0
5903999,Control,1,1,1,1,1
5904035,Test,1,1,1,1,1
5904145,Control,1,1,1,1,0
5904217,Test,1,1,1,1,1
5904599,Test,1,1,1,1,1
5904861,Control,1,1,1,1,1
5905223,Test,1,1,1,1,1
5905388,Test,1,1,1,1,1
5905486,Control,1,1,1,1,0
5905652,Test,1,1,1,1,1
5905660,Control,1,1,1,0,0
5906001,Test,1,1,1,1,1
5906129,Control,1,0,0,0,0
5906270,Test,1,1,1,1,1
5906907,Test,1,1,1,1,0
5907345,Control,1,1,1,1,1
5907556,Control,1,1,1,1,1
5907843,Control,1,1,1,1,0
5907929,Test,1,1,0,0,0
5907969,Control,0,0,0,1,1
5908066,Test,1,1,1,1,1
5908095,Control,1,1,1,0,0
5908228,Test,1,0,0,0,0
5908286,Control,1,1,1,0,0
5908339,Control,1,1,1,1,1
5908353,Test,1,1,1,1,1
5908431,Test,1,1,1,1,1
5908485,Test,1,1,1,1,1
5908562,Control,1,1,0,0,0
5908745,Control,1,1,1,0,0
5908749,Test,1,1,1,1,1
5909312,Control,1,0,0,0,0
5909531,Test,1,1,1,1,1
5909567,Test,1,1,1,1,0
5909675,Test,1,0,0,0,0
5909877,Test,1,1,1,1,1
5910155,Test,1,1,1,1,1
5910209,Test,1,1,1,1,1
5910240,Test,1,1,1,1,1
5910294,Test,1,1,0,0,0
5910364,Control,1,1,1,1,1
5910608,Control,1,1,1,1,1
5910645,Control,1,1,1,1,1
5910853,Control,1,1,0,0,0
5910870,Control,1,1,1,1,1
5910914,Test,1,1,1,1,1
5911010,Control,1,1,1,1,0
5911100,Test,1,1,0,0,0
5911735,Test,1,1,1,1,1
5911953,Control,1,0,0,0,0
5912421,Control,1,1,0,0,0
5913013,Test,1,1,1,1,1
5913431,Test,1,1,1,1,1
5913445,Test,1,1,1,0,0
5913457,Control,1,1,1,1,1
5913469,Test,1,0,0,0,0
5913950,Control,1,1,1,1,1
5914038,Test,1,1,1,1,1
5914359,Test,1,0,0,0,0
5914420,Test,1,1,1,1,0
5914594,Test,1,1,1,1,1
5915017,Control,1,0,0,0,0
5916139,Control,1,0,0,0,0
5916405,Test,1,1,1,1,1
5916407,Test,1,1,1,0,0
5916499,Control,1,1,1,1,0
5916826,Test,1,1,1,1,1
5916963,Control,1,1,1,1,1
5917716,Test,1,1,1,1,1
5917966,Test,1,1,1,1,1
5918297,Test,1,1,1,1,1
5918756,Control,1,1,1,1,1
5919082,Test,1,1,0,0,0
5919168,Test,1,1,1,1,0
5919352,Control,1,1,1,1,1
5919500,Control,1,1,1,1,1
5919815,Test,1,1,1,1,1
5919871,Control,1,0,0,0,0
5920002,Control,1,1,1,1,1
5920523,Test,1,1,1,1,1
5920529,Test,1,1,1,1,1
5920964,Control,1,1,0,0,0
5920986,Test,1,1,1,1,1
5921121,Control,1,1,1,0,0
5921245,Test,1,1,1,1,1
5921317,Control,1,1,1,1,1
5921420,Test,1,1,1,1,1
5921541,Control,1,1,1,1,1
5921654,Test,1,1,1,0,0
5921667,Test,1,1,1,1,1
5922203,Control,1,1,1,1,1
5922473,Test,1,1,1,0,0
5922530,Test,1,1,1,1,1
5922599,Test,1,0,0,0,0
5923022,Control,1,0,0,0,0
5923090,Control,1,1,1,1,1
5923362,Test,1,1,1,0,0
5923455,Test,1,1,1,1,1
5923648,Control,1,1,1,1,1
5923931,Test,1,1,1,1,1
5923932,Control,1,1,1,1,1
5924067,Test,1,1,1,1,1
5924743,Test,1,1,1,1,1
5924947,Test,1,1,1,1,1
5925028,Control,1,1,0,0,0
5925148,Test,1,1,1,1,1
5925187,Control,1,1,1,1,1
5925382,Test,1,1,1,1,1
5925628,Test,1,1,1,1,1
5925720,Test,1,1,1,1,1
5925836,Control,1,1,1,1,1
5926181,Control,1,1,1,1,1
5926228,Test,1,1,1,1,1
5926292,Test,1,1,1,0,0
5926428,Control,1,1,1,1,1
5926577,Test,1,1,1,1,1
5926831,Control,1,1,1,1,1
5926929,Test,1,1,1,1,1
5927068,Control,1,1,1,1,1
5927144,Control,1,1,1,1,1
5927616,Test,1,1,1,1,1
5927735,Test,1,1,1,1,1
5927828,Control,1,1,1,1,0
5927847,Test,1,1,1,1,1
5927852,Control,1,1,1,0,0
5927926,Control,1,1,1,1,1
5928209,Control,1,1,1,1,1
5928334,Test,1,1,1,1,1
5929008,Control,1,1,1,0,0
5929119,Test,1,1,1,1,0
5929228,Control,1,1,1,1,1
5929302,Control,1,1,1,1,1
5929312,Test,1,1,1,1,1
5929509,Test,1,1,1,1,1
5929521,Control,1,1,1,1,0
5929749,Test,1,1,1,1,1
5930137,Test,1,1,1,1,1
5930511,Test,1,1,1,1,1
5930908,Control,1,1,1,1,1
5931031,Test,1,1,1,1,1
5931176,Test,1,1,1,1,1
5931429,Test,1,1,1,1,1
5931603,Control,1,1,1,1,1
5931747,Test,1,1,0,0,0
5931788,Test,1,1,1,1,1
5931799,Test,1,1,1,1,1
5931801,Control,1,1,1,1,1
5931978,Control,1,1,1,1,1
5932378,Control,1,1,1,1,1
5932527,Control,1,1,1,1,1
5932743,Control,1,1,1,1,0
5932906,Control,1,1,1,0,0
5932987,Test,1,1,0,0,0
5933623,Test,1,1,0,0,0
5933629,Test,1,1,1,1,0
5933753,Control,1,1,1,1,1
5933869,Test,1,1,1,1,1
5934113,Control,1,0,0,0,0
5934150,Test,1,0,0,0,0
5934614,Test,1,1,1,1,1
5934652,Test,1,1,1,1,1
5935080,Test,1,1,1,1,1
5935308,Test,1,1,1,1,1
5935341,Test,1,1,1,1,1
5935426,Test,1,1,1,0,0
5935818,Test,1,1,1,1,1
5935929,Test,1,0,0,0,0
5936153,Test,1,1,1,1,0
5936155,Test,1,1,1,0,0
5936304,Test,1,1,1,1,1
5936703,Test,1,1,1,1,1
5937062,Control,1,1,1,1,1
5937094,Control,1,1,1,1,1
5937217,Control,1,1,1,1,1
5937233,Control,1,1,1,1,1
5937847,Control,1,1,1,1,1
5937897,Control,1,1,1,1,1
5938067,Test,1,1,1,1,1
5938853,Control,0,1,1,1,1
5938949,Test,1,1,1,1,1
5939099,Control,1,1,1,1,1
5939376,Test,1,1,1,1,1
5939402,Test,1,1,1,1,1
5939898,Control,1,1,1,1,1
5940279,Test,1,0,0,0,0
5940519,Test,1,1,1,1,1
5941144,Test,1,1,0,0,0
5941398,Test,1,1,1,1,1
5941835,Test,1,1,1,1,1
5941868,Test,1,1,1,1,1
5941895,Test,1,1,1,1,1
5942043,Control,1,1,1,1,1
5942186,Test,1,1,1,1,1
5942983,Control,1,1,1,1,1
5943201,Test,1,1,1,1,1
